Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA
141,Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,23,1998,28,18,1564,17.4,6,3,5,1,1,4,0,0.35,0.17,0.52,0.29,0.46,6.9,6.1,2.3,8.4
142,CJ Egan-Riley\d313e8ff,eng ENG,DF,Manchester City,18,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
143,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,19,2002,21,14,1214,13.5,2,2,2,0,0,0,0,0.15,0.15,0.30,0.15,0.30,3.0,3.0,1.8,4.8
144,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,18,2003,6,4,346,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,1.4
145,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,29,1992,14,8,806,9.0,0,2,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.2,0.2,0.6,0.7
146,Mohamed Elyounoussi\68dc0dac,no NOR,MFFW,Southampton,26,1994,30,23,2042,22.7,4,2,4,0,0,4,0,0.18,0.09,0.26,0.18,0.26,6.0,6.0,2.5,8.5
147,Emerson\df8b52a5,br BRA,DF,Tottenham,22,1999,31,26,2286,25.4,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,1.5,1.5,2.1,3.6
148,Christian Eriksen\980522ec,dk DEN,MF,Brentford,29,1992,11,10,939,10.4,1,4,1,0,0,1,0,0.10,0.38,0.48,0.10,0.48,1.4,1.4,3.6,5.0
149,Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,25,1995,9,4,401,4.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
150,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,33,1988,18,16,1348,15.0,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,0.7,0.7,0.6,1.3
151,Eberechi Eze\ae4fc6a4,eng ENG,MFFW,Crystal Palace,23,1998,13,6,605,6.7,1,1,1,0,0,1,0,0.15,0.15,0.30,0.15,0.30,0.5,0.5,0.9,1.4
152,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,36,1985,37,37,3330,37.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
153,Fabinho\7f3b388c,br BRA,MF,Liverpool,27,1993,29,26,2314,25.7,5,1,3,2,2,7,0,0.19,0.04,0.23,0.12,0.16,3.4,1.9,1.4,3.3
154,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,30,1991,27,26,2142,23.8,0,5,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,3.2,3.3
155,Evan Ferguson\4596da74,ie IRL,MF,Brighton,16,2004,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
156,Nathan Ferguson\2f8d27bc,eng ENG,DF,Crystal Palace,20,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
157,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,26,1994,36,35,3111,34.6,10,6,10,0,2,10,0,0.29,0.17,0.46,0.29,0.46,9.7,8.2,8.4,16.6
158,Álvaro Fernández\f127d782,es ESP,GK,Brentford,23,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
159,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,32,1989,7,5,523,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.8
160,Fernandinho\101da2b5,br BRA,MFDF,Manchester City,36,1985,19,10,964,10.7,2,1,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,1.6,1.6,0.9,2.5
161,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,29,1991,20,10,990,11.0,5,4,5,0,0,3,0,0.45,0.36,0.82,0.45,0.82,5.0,5.0,2.4,7.4
162,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,24,1996,24,19,1711,19.0,0,2,0,0,0,11,0,0.00,0.11,0.11,0.00,0.11,0.9,0.9,2.6,3.5
163,Ashley Fletcher\eeb6551f,eng ENG,FW,Watford,25,1995,3,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4
164,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,21,2000,28,24,2128,23.6,9,5,9,0,0,1,0,0.38,0.21,0.59,0.38,0.59,9.1,9.1,6.6,15.7
165,Wesley Fofana\132a82f1,fr FRA,DF,Leicester City,20,2000,7,7,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3
166,Pablo Fornals\82927de4,es ESP,FWMF,West Ham,25,1996,36,32,2795,31.1,6,3,6,0,0,4,0,0.19,0.10,0.29,0.19,0.29,5.0,5.0,5.6,10.6
167,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,29,1991,22,17,1530,17.0,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,1.1,1.5
168,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,22,1999,7,1,209,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.2,0.2,0.0,0.2
169,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,33,1988,19,19,1710,19.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
170,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,38,1983,26,26,2340,26.0,0,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.2,0.2
171,Tariqe Fosu\3dcef539,gh GHA,DF,Brentford,25,1995,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
172,Ryan Fraser\d56543a0,sct SCO,FWMF,Newcastle Utd,27,1994,27,18,1465,16.3,2,3,2,0,0,3,0,0.12,0.18,0.31,0.12,0.31,2.8,2.8,2.2,5.1
173,Fred\b853e0ad,br BRA,MF,Manchester Utd,28,1993,28,24,2028,22.5,4,4,4,0,0,5,0,0.18,0.18,0.36,0.18,0.36,1.5,1.5,2.0,3.4
174,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,28,1992,7,3,307,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
175,Leo Fuhr Hjelde\d102b8a2,no NOR,DF,Leeds United,17,2003,2,0,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
176,Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,21,2000,34,33,2845,31.6,8,3,8,0,0,10,0,0.25,0.09,0.35,0.25,0.35,5.8,5.8,3.5,9.3
177,Alejandro Garnacho\7aa8adfe,es ESP,FW,Manchester Utd,17,2004,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
178,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,30,1990,8,0,38,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8
179,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,25,1995,3,1,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
180,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,30,1990,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
181,Joe Gelhardt\01962d0d,eng ENG,FWMF,Leeds United,19,2002,20,5,746,8.3,2,2,2,0,0,4,0,0.24,0.24,0.48,0.24,0.48,3.1,3.1,1.5,4.7
182,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,26,1995,9,4,386,4.3,1,1,0,1,1,2,0,0.23,0.23,0.47,0.00,0.23,1.1,0.3,0.4,0.7
183,Anwar El Ghazi\ffa90327,nl NED,FW,Everton,26,1995,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
184,Saman Ghoddos\f7b1d4e0,ir IRN,DFMF,Brentford,27,1993,17,4,536,6.0,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,0.6,0.6,1.2,1.9
185,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,25,1995,18,14,1169,13.0,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.5,0.6
186,Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,21,2000,2,0,9,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
187,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,28,1993,28,28,2494,27.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.0,1.2
188,Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,20,2001,24,21,1855,20.6,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,1.0,1.0,2.0,3.0
189,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,23,1998,23,23,2029,22.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.7,1.9
190,André Gomes\1961b2aa,pt POR,MF,Everton,28,1993,14,7,619,6.9,0,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,0.7,0.7,0.2,0.9
191,Toti Gomes\f0caab96,pt POR,DF,Wolves,22,1999,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
192,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,24,1997,8,4,331,3.7,0,1,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27,0.0,0.0,0.5,0.5
193,Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,25,1995,6,4,450,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5
194,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,20,2001,35,25,2285,25.4,4,2,4,0,0,4,0,0.16,0.08,0.24,0.16,0.24,3.4,3.4,3.3,6.7
195,Kaide Gordon\19a9cb70,eng ENG,FW,Liverpool,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4
196,Dan Gosling\7fec31a0,eng ENG,MF,Watford,31,1990,4,2,166,1.8,1,0,1,0,0,0,0,0.54,0.00,0.54,0.54,0.54,0.2,0.2,0.0,0.2
197,Demarai Gray\4468ec10,eng ENG,MFFW,Everton,25,1996,34,28,2338,26.0,5,4,5,0,0,3,0,0.19,0.15,0.35,0.19,0.35,4.5,4.5,4.3,8.8
198,Jack Grealish\b0b4fd3e,eng ENG,FW,Manchester City,25,1995,26,22,1914,21.3,3,3,3,0,0,3,0,0.14,0.14,0.28,0.14,0.28,4.8,4.8,6.3,11.1
199,Mason Greenwood\58eee997,eng ENG,FWMF,Manchester Utd,19,2001,18,16,1271,14.1,5,1,5,0,0,1,0,0.35,0.07,0.42,0.35,0.42,4.4,4.4,1.6,6.0
200,Sam Greenwood\f3354c07,eng ENG,MFFW,Leeds United,19,2002,7,1,237,2.6,0,2,0,0,0,0,0,0.00,0.76,0.76,0.00,0.76,0.4,0.4,0.7,1.1
201,Pascal Groß\8aec0537,de GER,MFDF,Brighton,30,1991,29,24,2038,22.6,2,4,2,0,1,1,0,0.09,0.18,0.26,0.09,0.26,2.9,2.2,5.3,7.5
202,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,34,1987,30,30,2655,29.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
203,Marc Guéhi\d0706b27,eng ENG,DF,Crystal Palace,21,2000,36,36,3222,35.8,2,1,2,0,0,4,0,0.06,0.03,0.08,0.06,0.08,1.9,1.9,0.5,2.4
204,Bruno Guimarães\82518f62,br BRA,MF,Newcastle Utd,23,1997,17,11,1034,11.5,5,1,5,0,0,4,0,0.44,0.09,0.52,0.44,0.52,2.9,2.9,1.8,4.7
205,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,30,1990,27,20,1857,20.6,8,4,8,0,0,1,0,0.39,0.19,0.58,0.39,0.58,8.6,8.6,4.2,12.8
206,Angus Gunn\e082af5b,eng ENG,GK,Norwich City,25,1996,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
207,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,29,1991,33,33,2897,32.2,1,0,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,1.9,1.9,0.3,2.1
208,Jack Harrison\aa849a12,eng ENG,FWMF,Leeds United,24,1996,35,32,2639,29.3,8,1,8,0,0,3,0,0.27,0.03,0.31,0.27,0.31,4.0,4.0,2.6,6.6
209,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,26,1995,7,4,397,4.4,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.1,0.1,0.0,0.1
210,Kai Havertz\fed7cb61,de GER,FWMF,Chelsea,22,1999,29,22,1809,20.1,8,3,8,0,0,3,0,0.40,0.15,0.55,0.40,0.55,9.7,9.7,2.0,11.6
211,Isaac Hayden\c951a6df,eng ENG,MFDF,Newcastle Utd,26,1995,14,12,1002,11.1,1,0,1,0,0,5,0,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.1,0.5
212,Hwang Hee-chan\169fd162,kr KOR,FWMF,Wolves,25,1996,30,20,1816,20.2,5,1,5,0,0,2,0,0.25,0.05,0.30,0.25,0.30,4.0,4.0,1.7,5.7
213,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,31,1990,35,29,2597,28.9,2,5,2,0,0,3,0,0.07,0.17,0.24,0.07,0.24,1.5,1.5,3.8,5.3
214,Jeff Hendrick\989d5705,ie IRL,MF,Newcastle Utd,29,1992,3,0,72,0.8,1,0,1,0,0,0,0,1.25,0.00,1.25,1.25,1.25,0.0,0.0,0.0,0.1
215,Wayne Hennessey\76eca7e2,wls WAL,GK,Burnley,34,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1
216,Rico Henry\8a3c1dc7,eng ENG,DF,Brentford,24,1997,34,33,2776,30.8,3,0,3,0,0,2,0,0.10,0.00,0.10,0.10,0.10,1.8,1.8,1.7,3.5
217,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,29,1992,35,35,3006,33.4,23,7,23,0,0,2,0,0.69,0.21,0.90,0.69,0.90,16.4,16.4,8.1,24.5
218,Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,19,2002,8,4,308,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1
219,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,25,1995,15,9,845,9.4,1,0,1,0,0,4,1,0.11,0.00,0.11,0.11,0.11,0.3,0.3,0.0,0.3
220,Mason Holgate\d0042ab9,eng ENG,DF,Everton,24,1996,25,23,2134,23.7,2,1,2,0,0,7,1,0.08,0.04,0.13,0.08,0.13,1.1,1.1,0.1,1.1
221,Callum Hudson-Odoi\15f3ec41,eng ENG,FWMF,Chelsea,20,2000,15,11,962,10.7,1,2,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28,2.1,2.1,2.3,4.4
222,Will Hughes\a0666d3e,eng ENG,MF,Crystal Palace,26,1995,16,13,1053,11.7,0,1,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.7,0.8
223,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,25,1995,36,36,3196,35.5,2,2,2,0,0,3,0,0.06,0.06,0.11,0.06,0.11,2.0,2.0,2.5,4.5
224,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,20,2001,17,6,625,6.9,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,2.0,2.0,0.6,2.6
225,Kelechi Iheanacho\c92e1a31,ng NGA,FW,Leicester City,24,1996,26,13,1264,14.0,4,5,4,0,0,1,0,0.28,0.36,0.64,0.28,0.64,3.4,3.4,2.7,6.1
226,Danny Ings\07802f7f,eng ENG,FW,Aston Villa,29,1992,30,22,1898,21.1,7,6,6,1,1,4,0,0.33,0.28,0.62,0.28,0.57,7.3,6.6,2.0,8.6
227,Tim Iroegbunam\84c5ceea,eng ENG,MF,Aston Villa,18,2003,3,1,92,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1
228,Alex Iwobi\6ca5ec4b,ng NGA,MFDF,Everton,25,1996,28,22,2035,22.6,2,2,2,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.7,1.7,2.8,4.5
229,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,23,1997,2,2,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3
230,Daniel James\c931d9f9,wls WAL,FWMF,Leeds United,23,1997,32,29,2366,26.3,4,4,4,0,0,7,1,0.15,0.15,0.30,0.15,0.30,5.7,5.7,2.4,8.1
231,Reece James\1265a93a,eng ENG,DF,Chelsea,21,1999,26,22,1864,20.7,5,9,5,0,0,4,1,0.24,0.43,0.68,0.24,0.68,2.6,2.6,5.7,8.3
232,Vitaly Janelt\8449d35e,de GER,MF,Brentford,23,1998,31,27,2298,25.5,4,0,4,0,0,3,0,0.16,0.00,0.16,0.16,0.16,2.6,2.6,2.2,4.8
233,Pontus Jansson\172e52d8,se SWE,DF,Brentford,30,1991,37,37,3321,36.9,3,1,3,0,0,7,0,0.08,0.03,0.11,0.08,0.11,2.9,2.9,0.5,3.4
234,Mathias Jensen\0f134faf,dk DEN,MF,Brentford,25,1996,31,19,1601,17.8,0,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,2.5,2.5,3.6,6.1
235,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,24,1997,28,21,1877,20.9,8,8,7,1,1,1,0,0.38,0.38,0.77,0.34,0.72,10.1,9.4,5.4,14.7
236,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,30,1991,34,30,2631,29.2,6,4,5,1,1,9,2,0.21,0.14,0.34,0.17,0.31,6.6,6.1,2.7,8.7
237,Joelinton\c17bfb65,br BRA,MFFW,Newcastle Utd,24,1996,35,30,2558,28.4,4,1,4,0,0,8,0,0.14,0.04,0.18,0.14,0.18,4.1,4.1,1.8,6.0
238,Ben Johnson\9319781b,eng ENG,DF,West Ham,21,2000,20,16,1397,15.5,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,0.1,0.1,0.8,0.9
239,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,20,2001,15,10,851,9.5,1,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,0.9,0.9,0.6,1.6
240,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,29,1992,4,2,163,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
241,Jorginho\45db685d,it ITA,MF,Chelsea,29,1991,29,26,2273,25.3,6,2,0,6,7,5,0,0.24,0.08,0.32,0.00,0.08,5.7,0.4,2.8,3.2
242,Diogo Jota\178ae8f8,pt POR,FW,Liverpool,24,1996,35,27,2364,26.3,15,4,15,0,0,3,0,0.57,0.15,0.72,0.57,0.72,16.1,16.1,5.5,21.6
243,James Justin\fb614c44,eng ENG,DF,Leicester City,23,1998,13,11,998,11.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.0,1.6
244,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Brentford,31,1990,8,6,518,5.8,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.1,0.1,0.1,0.2
245,Ozan Kabak\2d61d13a,tr TUR,DF,Norwich City,21,2000,11,11,922,10.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2
246,Christian Kabasele\914ab9a1,be BEL,DF,Watford,30,1991,16,12,1193,13.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.8
247,Samuel Kalu\b8d22478,ng NGA,FW,Watford,23,1997,4,2,222,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4
248,Hassane Kamara\19a12bed,ci CIV,DF,Watford,27,1994,19,18,1623,18.0,1,0,1,0,0,5,1,0.06,0.00,0.06,0.06,0.06,0.2,0.2,0.4,0.6
249,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,28,1993,37,36,3232,35.9,17,9,13,4,4,5,0,0.47,0.25,0.72,0.36,0.61,20.1,17.1,9.0,26.1
250,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,30,1991,26,21,1773,19.7,2,4,2,0,0,2,0,0.10,0.20,0.30,0.10,0.30,1.8,1.8,2.3,4.2
251,Edo Kayembe\f99b71de,cd COD,MF,Watford,22,1998,13,9,799,8.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5
252,Moise Kean\3d50bcdb,it ITA,FW,Everton,21,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
253,Michael Keane\c5b7c315,eng ENG,DF,Everton,28,1993,32,31,2792,31.0,3,2,3,0,0,4,1,0.10,0.06,0.16,0.10,0.16,1.2,1.2,0.6,1.8
254,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,26,1995,23,14,1173,13.0,3,1,3,0,0,3,0,0.23,0.08,0.31,0.23,0.31,2.3,2.3,1.6,3.9
255,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,22,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
256,Kenedy\5eebbfdf,br BRA,DF,Chelsea,25,1996,1,1,58,0.6,0,1,0,0,0,0,0,0.00,1.55,1.55,0.00,1.55,0.1,0.1,0.9,1.0
257,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,24,1997,15,11,1018,11.3,0,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.5,0.9
258,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,24,1997,30,30,2687,29.9,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.0,1.0
259,Joshua King\43458538,no NOR,FW,Watford,29,1992,32,27,2248,25.0,5,3,4,1,1,5,0,0.20,0.12,0.32,0.16,0.28,8.0,7.2,3.2,10.4
260,Kristoffer Klaesson\3f70db80,no NOR,GK,Leeds United,20,2000,1,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
261,Mateusz Klich\282679b4,pl POL,MF,Leeds United,31,1990,33,26,2073,23.0,1,2,1,0,0,5,0,0.04,0.09,0.13,0.04,0.13,2.7,2.7,2.2,4.9
262,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,25,1996,20,17,1574,17.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,1.3
263,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,28,1993,2,1,91,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
264,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,22,1999,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4
265,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,23,1997,29,29,2477,27.5,2,0,2,0,0,6,2,0.07,0.00,0.07,0.07,0.07,1.5,1.5,0.3,1.7
266,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,31,1989,27,23,1974,21.9,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,0.7,1.3
267,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,27,1994,25,16,1558,17.3,2,5,2,0,0,4,0,0.12,0.29,0.40,0.12,0.40,1.8,1.8,3.6,5.5
268,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,26,1994,20,18,1634,18.2,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.8,1.0
269,Alex Král\e717705a,cz CZE,MF,West Ham,23,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
270,Tim Krul\f23f9d20,nl NED,GK,Norwich City,33,1988,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4
271,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,34,1987,26,22,1920,21.3,1,1,1,0,0,5,1,0.05,0.05,0.09,0.05,0.09,3.1,3.1,0.9,4.1
272,Dejan Kulusevski\df3cda47,se SWE,MFFW,Tottenham,21,2000,18,14,1261,14.0,5,8,5,0,0,3,0,0.36,0.57,0.93,0.36,0.93,3.4,3.4,3.5,6.9
273,Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,30,1991,30,20,1782,19.8,4,7,2,2,3,0,0,0.20,0.35,0.56,0.10,0.45,7.9,5.6,1.9,7.6
274,Adam Lallana\99813635,eng ENG,MF,Brighton,33,1988,24,18,1561,17.3,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,1.2,1.2,0.7,1.9
275,Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,20,2000,30,16,1561,17.3,0,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,0.8,0.8,2.2,3.0
276,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,28,1993,30,19,1786,19.8,5,3,2,3,3,2,0,0.25,0.15,0.40,0.10,0.25,3.4,1.1,2.2,3.3
277,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,27,1994,33,33,2828,31.4,4,0,4,0,0,5,1,0.13,0.00,0.13,0.13,0.13,4.4,4.4,0.5,4.9
278,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,27,1993,26,22,2058,22.9,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.3,1.3
279,Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,28,1993,33,27,2265,25.2,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.6,1.6,1.8,3.4
280,Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,34,1987,28,17,1551,17.2,2,0,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.5,1.6
281,Bernd Leno\2628fd2b,de GER,GK,Arsenal,29,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0
